Username,Tanggal,Komentar,Aspek,Sentimen
@Andi-veint,2025-10-21T00:19:42Z,nonton review iphone 17 pro pakai hp vivo tapi yg muncul iklannya samsung galaxy 😢,Umum,Netral
@Chibimaru2604,2025-10-20T22:56:39Z,"iOS 26 update an sampah, ganggu koneksi mau update karna masalah koneksi jadi puyeng 7 keliling",Umum,Netral
@nikodemusb,2025-10-20T14:19:03Z,"Bang david, saran dong travel adaptpr yang bagus dan aman untuk iPhone 17? Dan berapa watt. Trimksh.",Umum,Netral
@imulyadi2443,2025-10-20T14:08:24Z,Bang.. Sudah 1 bulan video ini? Ga buat review nya kah?,Kamera,Netral
@sapimae3486,2025-10-20T13:40:45Z,"Hijau miskin? b oung seprei pung wrn ijo kek tu handpone harga Rp.105.000,- mahal ko murah? seprei miskin ko kaya? 😂 br dengar ini istilah dr ini konten e... ""hijau miskin"" br gbr tembok org pu rumah le... 😭💔",Baterai,Netral
@tauruscell,2025-10-20T13:22:10Z,"Bukannya gak mampu beli ip 17, soalnya tanggung baru minggu kemaren saya beli infinix hot 60i 😢",Umum,Netral
@DarkSoul076,2025-10-20T10:49:20Z,Jumlah yang kamu bayar kalau tukar duit Malaysia jumlah harga setiap iPhone campur pajak dekat RM9000..Mahal Oo 😂,Baterai,Negatif
@ALi_MuFiD_M2Chip,2025-10-20T08:50:52Z,6:03 21jt an 2.0 USB nya 😌😌🤭,Umum,Netral
@ALi_MuFiD_M2Chip,2025-10-20T05:44:04Z,Sebulan 3jt view 😌 90% kaum bawah juga pasti. Yang kebelet beli iPhone yang BELUM kesampaian. iPhone 17 series tuh worth to buy sih di akhir tahun 2030,Umum,Positif
@16sxfi44,2025-10-19T19:20:39Z,Jadi kalo soal kamera masi bagusan 16pro max kah guys?,Kamera,Netral
@gadiprmdy1754,2025-10-19T13:55:36Z,Mnurut gw kok iphone 17 basic lebih elegan daripada iphone 17 pro/max ya,Umum,Netral
@Tamstamaaa,2025-10-19T13:10:40Z,Pajaknya 9jt? Wadidaw negeri konoha sanga sejahtera ya 😂,Umum,Netral
@aansetiawan9959,2025-10-19T08:48:27Z,"Nonton aja dulu, belinya bisa kapan kapan",Umum,Netral
@sigitprasetyo9892,2025-10-19T07:47:41Z,"Pajak ,pajak dan pajak 😮",Umum,Netral
@sofiyanti1406,2025-10-19T06:31:43Z,Bang. Kapan Xiaomi 17 prp max,Umum,Netral
@raygasanjaya01,2025-10-19T05:20:35Z,Bungkus snack saya juga warna oren😂 24:49,Desain,Netral
@Isnowek,2025-10-19T01:52:26Z,Dari awal Baru skrg ku geli liat model iPhone terbaru ini,Umum,Netral
@KaryawanBermotor,2025-10-18T15:30:58Z,gila ya kang pajak… gimana gak cepet kaya bea cukai,Umum,Netral
@satriasatwikaanantha,2025-10-18T15:08:54Z,25:03 wkwkwk bangke 😂,Umum,Netral
@tato5102,2025-10-18T13:45:00Z,Wah ternyata masih lebih ok 16 ya… zoomnya memang menang ip 17 tapi 16 got the detail dan cantik…,Kamera,Netral
@aw.family777,2025-10-18T13:32:38Z,belakangnya gak ada premiumnya - keliatan plastik dan murahan di bagian buble cameranya..sangat di sayangkan sih.,Harga,Netral
@reytheheroraw,2025-10-18T11:20:18Z,"Setelah lihat konten ini, kemudian buka web2 vendor seller resmi, komparasi sana sini, kalo ada budget, sekalian beli pro, atau gk basic. Jangan yang Air wkwkwkwkwkwk sumpah jangan.",Umum,Netral
@Rian_PW,2025-10-18T11:18:49Z,fix kamera lebih bagus 16 ketimbang 17,Kamera,Negatif
@SUPINGAN,2025-10-18T11:08:11Z,Harganya berapa ingin tahu saya,Harga,Netral
@bangkhalicah3949,2025-10-18T10:17:48Z,Lebih Adam sih kamera 17..,Kamera,Netral
@bangkhalicah3949,2025-10-18T10:10:23Z,Warnanya gak bgitu bgus trllu mencolok.. bgus warna putih silver atu blue..,Desain,Netral
@komangdeni170,2025-10-18T09:04:34Z,Banyak yg bilang warna orange itu nglupas dia warna nya jadi ilang katanya,Desain,Netral
@cahngapakk,2025-10-18T04:47:06Z,Seperti nya ini poco versi pro😂😂,Umum,Netral
@azkaputrinuraina8067,2025-10-18T04:25:29Z,"Banggg, bagi 1 bangg pliss😢",Umum,Netral
@rienaamelia3926,2025-10-18T02:48:40Z,Setelah melihat desain 17 pro aku makin mantabkan hati utk tetap memakai 16 proku 😅😅,Desain,Netral
@zulfarjan653,2025-10-18T02:47:38Z,jdi nyesell beli yg 16 basee,Umum,Netral
@rifawahyu10,2025-10-18T00:12:09Z,Mending 17 basic apa 16 pro ya ? Soalnya selisih dikit. Tolong jawab yaaa galau nii 😭😭😭😭,Umum,Netral
@dyosnj-bh8vz,2025-10-17T23:16:48Z,Rencana mau upgrade dari 7 plus ke 17 basic,Umum,Netral
@metodiusjuanw7696,2025-10-17T15:43:44Z,itu jamnya juga warna ijo,Desain,Netral
@rasyid125,2025-10-17T14:24:25Z,Makin kesini makin parah ya,Umum,Negatif
@HABIBTANTOWI-nr4oq,2025-10-17T13:36:57Z,Bagusam model ipone 15 sampai 16,Umum,Positif
@anjingtanah1885,2025-10-17T12:19:25Z,Ada yg sama ga si? Makin kesini makin ga fomo beli iphone terbaru?,Umum,Netral
@ErniMukdori,2025-10-17T11:01:28Z,"Warna orange 🍊🍊 di sini di panjang sepanjang jalan.
Krn warna tong sampah 😅😅 
Mau bli yg 17 tpi pengen max pro tpi juga bingung g suka gede bngt yg 17 pro max",Desain,Positif
@alfinosaurus,2025-10-17T10:54:40Z,ijo sage keinget gw dari pixel 5 kalo ga salah,Umum,Netral
@dianayu1846,2025-10-17T03:03:14Z,Kao mau upgrade dari iphone 16pro ke 17pro worth it gak yah?,Harga,Netral
@rahmatkamal7685,2025-10-17T00:11:03Z,bang saran saya buat hasil foto sunset/matahari pas mau terbenam juga dihasil foto❤😅,Kamera,Netral
@bejoowterjalbejoowterjal185,2025-10-17T00:07:43Z,"Di singapore hari ini , 17 pro 256=$1750 512=$2050 1tb =$2350",Umum,Netral
@BROOKLYNYSL,2025-10-16T17:02:37Z,Kamera mantepan 16 pro maxx😂😂,Kamera,Netral
@Rezabilly-m1n,2025-10-16T14:34:29Z,Bismillah semoga bisa beli iPhone biar bisa coba rasain make hp mahal🤲,Baterai,Negatif
@adekruswandi4889,2025-10-16T14:17:44Z,udah sih bang tinggal bilang warnanya norak...ahahahaha jgn nanggung2,Desain,Netral
@tamharputra9044,2025-10-16T12:42:27Z,"apa skip?? nonton David Gadget In skip ga bgt buat gue yg ada kadang gue track back 😭🤣 
klu di suruh pilih gue pulih yg biasa soalnya pro max mah android bgt desain nya ngapain 🤣🤣🤣",Baterai,Netral
@HomeEarth2025,2025-10-16T12:40:11Z,Terlalu bertele2... Cape nonton nya 😂,Umum,Netral
@Radenngelalu,2025-10-16T09:58:43Z,Unboxing xiaomi 17 pro dan promax abangku🙏🙏🙏,Umum,Netral
@girbaaan,2025-10-16T05:00:57Z,"Salfok sama Dyson nya bang, kaya Collab sama Marvel soalnya warna nya Thanos banget",Desain,Netral
@denmaseka,2025-10-15T14:41:45Z,😂trus kpn obain xiaomi 17 pro max bang lbh keren,Umum,Positif
@vloggerterhitz4797,2025-10-15T06:11:57Z,"pengen si punya iphone buat ambil dokumentasi kerja di wisata alam, tapi apalah daya gaji umr hehe bantu doa ya sahabat",Umum,Netral
@PutriMpi,2025-10-15T06:01:24Z,Fold 7 lah juwaraaa 😍🥳🤍,Umum,Netral
@adityaprabowo72,2025-10-15T02:28:07Z,lebih suka yg based model,Umum,Positif
@DeniIsma-m4z,2025-10-14T15:55:45Z,studio ponsel store,Umum,Netral
@Rizalhartono5658,2025-10-14T14:08:04Z,Gw yg nabung pengen punya IP 11 aja nggak kesampaian aja😢,Umum,Netral
@siskaaleminaginting1538,2025-10-14T11:23:23Z,Suara cempreng review ga jelas,Umum,Netral
@ScorpionSwiftie,2025-10-14T05:30:52Z,"Mirip albumnya Taylor swift koh, The life of a Showgirl 🧡",Umum,Netral
@YaalaAbrisam,2025-10-13T22:07:03Z,29:00 mungkin ini karena zoom nya cropan dari wide cameranya bang,Kamera,Netral
@dodddfrrr,2025-10-13T19:00:38Z,"jujur ga suka model 17 pro,, aneh banget,, wkwkwk
mending 16 pro or 17 aja sihhh",Umum,Netral
@dyasCh.,2025-10-13T12:36:15Z,"Bang David, coba bandingin iPhone 17 sama iPhone 16 pro bang...",Umum,Netral
@altariervan,2025-10-13T10:31:49Z,Thanks infonya bang. Apple udh berubah sejak jobs mangkat. Saatnya beralih ke S Ultra gk sih 🙂,Umum,Netral
@Novia1989-x6v,2025-10-13T01:50:03Z,Aq jatuh pada 17 pro max biru tua  tp mendingan dr pada warna oranye tp masih kurang puas sm warna nya pengen ungu,Desain,Netral
@Walkingwithly,2025-10-13T01:41:55Z,Harusnya satu lg beli iphone Air bang mau liat ih,Umum,Netral
@cieprutndaslanky,2025-10-12T20:09:55Z,Alhamdulillah sudah kebeli.,Umum,Netral
@aidilputra4972,2025-10-12T18:31:49Z,"Terserah mau di katain kaum mendang mending, tp jujur design IP 17 DAN 17 AIR bnr² kocak menurut ku,. Dan aku paling suka design IP camera boba dan layar poni nya , sekalipun menutupi layar tp aku paling suka ketimbang android yg bulet atau punchole",Desain,Netral
@ryuga07gaming,2025-10-12T16:04:39Z,Setelah iphone 17 brand sebelah bakal ngeluarin S26,Umum,Netral
@muhammadalaidinsyah,2025-10-12T15:39:46Z,"Ada yg mau beli 15 base model gua gak? Blue 128gb BH 94%. Baru dipake 6 bulan, plus garansi  qoala 2 tahun sepaket sama pembeliannya waktu itu. Masih full box, ambil stiker2 nya sekalian kan susah noh skrg udah gaada stiker lagi. Di 9,8jt net. Kalo kata ci mehong mah yg mau2 aja.",Baterai,Netral
@Pauzi125,2025-10-12T15:08:56Z,Saya pengguna 16 pro max desainnya masih bagus tapi kalau 17 letak kameranya makin ngawur😂😂,Kamera,Positif
@antonioant0n67,2025-10-12T12:30:17Z,kalau menurut saya 16 pro lebih unggul dari kameranya dibanding 17 pro..,Kamera,Netral
@neta-f4w,2025-10-12T07:06:38Z,Wah iphone 17 pro max buat adik saya itu hehe,Umum,Netral
@stroberryy,2025-10-12T05:18:23Z,Bagusan yg dari china apa amerika bang,Umum,Positif
@MutiaraUti-j4r,2025-10-12T04:52:35Z,25:04 ke poco,Umum,Netral
@MahendraSuteja,2025-10-11T17:37:19Z,Vid kira2 hp lo apa ya ?,Umum,Netral
@M.AlfinoPandu-l9j,2025-10-11T14:20:04Z,Bang unboxing hp Infinix smart 10 bang,Umum,Netral
@alimalco,2025-10-11T12:46:06Z,Malah jadi jelek design camerax  mirip Poco sich,Umum,Negatif
@fitri_lee,2025-10-11T12:44:54Z,silahkan diperdebatkan wkwkwk,Umum,Netral
@alimalco,2025-10-11T12:36:19Z,17 pro /max model camera beda dari sblm2x.,Umum,Netral
@crispandosaragih,2025-10-11T10:48:19Z,"klo negara Indonesia ini di bagi beberapa negara GK usah bnyak ,cukup 3 negara aja pasti rakyat sejahtera",Umum,Netral
@Biru_official13,2025-10-11T09:22:16Z,"Tabmelnya harus mendefinisikan riview dong bro kalau menurut gue 👍😎 

Jangan tubmel Clickbait aja 😭",Umum,Netral
@xiao-m1b,2025-10-11T04:21:13Z,Hp yang di agung agung kan netizen Konoha,Umum,Netral
@HadiGear29Fox,2025-10-11T00:10:34Z,bentukan hape nya udah kayak android. JELEK,Umum,Negatif
@Kusnadianak-rantau,2025-10-10T14:23:58Z,Tetep 16 sih,Umum,Netral
@WatiDarma-d6f,2025-10-10T13:59:31Z,Lama2 iphone design nya kyk hp china,Umum,Netral
@aksa66,2025-10-10T11:55:36Z,"jadi mending 16 pro atau 17 base model guys? bingung bjir, harganya gak jauh beda juga",Harga,Netral
@alonalavidi,2025-10-10T08:12:01Z,"Bang, bandingin 17 basic sama 16 pro dong. Aku bingung ini, mending yang mana. Makasih.",Umum,Netral
@AAKAMEWAANSKIMASJAI,2025-10-10T03:42:55Z,Masih nyaman sama seri sebelumnya karena lebih kalem simple elegan dan fitur gak kalah telak 😂😂😂😂,Umum,Netral
@bergiatlban7594,2025-10-10T02:19:26Z,"BG,sekali sekali bikin dong intronya biar estetik aj,massa intronya AI GUYS DAVID DISINI,bosan banget dengernya",Umum,Netral
@adechanel0267,2025-10-09T16:09:44Z,ka coba review xiomi 17 pro dan pro max,Umum,Netral
@IndraRamadan-nf1fu,2025-10-09T16:06:09Z,bazelnya bahas bang dari keduanya,Umum,Netral
@Detrisnaa,2025-10-09T16:02:17Z,Suatu saat pasti tenggelam,Umum,Netral
@nicoboy1743,2025-10-09T15:06:54Z,Kamera lebih oke 16 ternyata,Kamera,Positif
@BahamutNo.1,2025-10-09T09:47:57Z,Xiaomi 17promax bang tolong di review 😅,Umum,Netral
@warofnet5469,2025-10-09T06:47:40Z,bang dapit tinggal dimana kok dikit dikit di palak (eh di pajak),Umum,Netral
@maee1,2025-10-08T23:06:35Z,"saya suka suka aja, terlihat lebih keren 17promax dibanding ip 16",Umum,Positif
@mariaf2087,2025-10-08T20:50:32Z,"Designya aneh yg pro ga estetik ga kelihatan luxury sama sekali
Beli hp poco aja lah 😂
Samsung dan android lain msh menang klo design",Umum,Netral
@desirosdianasari,2025-10-08T18:26:24Z,Makin sini makin yakin kalo hp dengan kamera kecil2 itu udh paling nyaman. Menurutku. Aku ttp setia dng oppo reno 2f. Sesuai kebutuhan sih. Sosmedan aja udh cukup nih hp sm foto2in bocil,Kamera,Netral
@rusticmac,2025-10-08T16:46:22Z,Review tesla pi phone bang,Umum,Netral
@STLE889,2025-10-08T15:06:37Z,"Thank you gadgetin... Makin yakin beli yg 16 aja, harga udah turun, kamera gw anggep lebih bagus (selera)",Kamera,Negatif
@pasetyoplafonbajaringan7395,2025-10-08T14:44:33Z,Belum mampu...kalo dipaksain bisa sih..tapi mentingin buat investasi dulu😂karena profesiku kuli bangunan,Umum,Netral
@YutaWatanabe-p9r,2025-10-08T13:05:00Z,"Buat Fanboy denial yang dulu ngekeuh Iphone base gk butuh 120 Hz, tolong jangan beli Iphone base seri 17 ke atas ya kalian. Nikmati aja 60 Hz kalian itu, kan kalian bilang katanya gk butuh itu 😂. Iphone 17 series ke atas cuma buat Fanboy waras dan user lainnya. Awas kemakan ludah sendiri. 😂😂😂",Umum,Netral
@lanlunaja,2025-10-08T05:05:52Z,Beli ip15 basic skrng worth it ga ya ?,Harga,Netral
@KristianjaauDwiatma,2025-10-08T02:40:09Z,Mas kapan ngonten hp oneplus 15 sand dunes.,Umum,Netral
@ruparupachannel8929,2025-10-07T18:35:07Z,"Tim nonton ajah😅

Saya bertahan di ip 15 base model,,cos perdana ni ip pertama saya dalam hidup ni,,
Semoga awet❤",Baterai,Netral
@ajicips3233,2025-10-07T18:28:49Z,Ke inget Nokia N8 gw dlu warna oren 😢...,Desain,Netral
@AbanChenel,2025-10-07T11:54:15Z,Masih pengguna 7 plus hadir,Umum,Netral
@alhafzhhh,2025-10-07T11:31:14Z,buat series ipon paling worthit setelah ip 17 keluar bang,Umum,Positif
@jokosulistyanto5574,2025-10-07T09:56:23Z,"Somai 17 promag mana nih 
Katanya aipon killer",Umum,Netral
@irmanuraini9686,2025-10-07T06:06:02Z,"gapernah skip iklan , nungguin rekomendasi hp akhir tahun atau buat lebaran nanti😊",Umum,Netral
@Hunna_Na,2025-10-07T04:21:41Z,Menunggu review Tesla Pi phone,Umum,Netral
@GachaOfficialll,2025-10-07T02:23:37Z,"bang, emang bener Tesla mau adain smart phone?",Umum,Netral
@Marko_william,2025-10-07T01:39:21Z,Yang paling ku suka dari update iphone 17 reguler itu yang dari 60hz ke 120hz,Umum,Positif
@Marko_william,2025-10-07T01:37:34Z,Bang menurut mu iphone cocoknya di bandingkan sama hp apa? samsung S ultra kah?,Umum,Netral
@customcasindo6620,2025-10-06T23:31:36Z,Sementara itu Android udah melesat ke 144Hz 🤣,Umum,Netral
@MRHHH12,2025-10-06T20:37:11Z,"jujur bimbang banget mau beli ip 17 biasa atau 17 pm, soalnya mau sekali sekali upgrade ke ip, bosen banget pake samsung",Umum,Netral
@dwiriyadhi,2025-10-06T18:13:13Z,review xiaomi 17 pro bang,Umum,Netral
@wahyudian1146,2025-10-06T17:14:28Z,yg 17 pro desainya kyak hp 2 jutaan mlah bagusan desain 16 pro,Desain,Positif
@Riady03,2025-10-06T16:43:53Z,munkin biar mirip toko oren tau kan apa .??,Umum,Netral
@terenarazor3241,2025-10-06T12:18:21Z,"JANGAN BELI PRODUK DI STUDIO PONSEL, SOALNYA KALO BARANG MASALAH MEREKA LEPAS TANGAN. Kronologinya saya beli Ipad pro di tanggal 28 september , di tanggal 5 oktober hari minggu hp kena death pixel, saya komplain lah ke pihak penjual kalau ipad saya kena death pixel, apakah bisa di garansi atau engga soalnya mrk menyediakan garansi toko 7 hari, nah pas hp saya rusak di hari ke 7 harusnya bisa dong claim garansi toko tpi saya ngajukan claimnya pas di hari minggu pas pelayannya tutup. singkat cerita baru dibales lah di hari senin tanggal 6 oktober, pihak toko menolak claim garansi toko karena udh lewat 8 hari dari tangga 28 pas barang sampai, udh begitu cara bicaranya muter muter g ada solusi sama sekali yang ujung ujungnya disuruh claim garansi apple ya sama aja bohong ngapain saya harus chat panjang lebar kalo ujung ujungnya g bisa, di chat juga cuman read centang biru",Umum,Netral
@omimoel235,2025-10-06T11:35:56Z,"Kesimpulan sederhana saya :
1. Sebab teknologi Apple tidak serevolusioner dulu adalah karena tidak ada steve jobs (meninggal).
2. Sebab desain Apple tidak serevolusioner dulu adalah karena tidak ada Jonathan Paul Ive (resign dan sekarang jadi konsultan open AI).
3. Sebab material Apple sekarang ringkih adalah karena Tim Cook memakai material yang murah tapi disulap kualitasnya sama dengan yang mahal. Sulap tapi menghabiskan biaya besar untuk R&D. Pendapatan besar tapi laba bersih kecil.
4. Kandidat ceo masa depan Apple adalah John Ternus dia ahli hardware. Mungkin saat jadi ceo, kualitas hardware Apple bagus tapi mungkin harganya akan lebih mahal karena tidak memiliki kemampuan efisiensi sebagus Tim Cook.
5. Sebab soc apple hemat daya adalah karena struktur soc nya lebih banyak e-core (efisien) daripada p-core (performance).",Baterai,Negatif
@antaniahanjani8350,2025-10-06T09:37:05Z,itu made in apa bang,Umum,Netral
@adittianyakgaya1601,2025-10-06T04:28:37Z,16 pro sih ❤,Umum,Netral
@citfinixcitfinix,2025-10-06T01:42:47Z,nonton ini pakai inf hot 60 pro plus sambil ngemil 😊,Umum,Netral
@DediSugiarto-r6r,2025-10-06T00:20:07Z,Bang review Xiaomi 17 pro dong,Umum,Netral
@masna2ng,2025-10-05T16:29:31Z,diketawain poco versi 17 pro seriesnya hehe,Umum,Netral
@rendy.0857,2025-10-05T10:13:43Z,xiaomi 17 pro max,Umum,Netral
@achmadakbari601,2025-10-05T09:41:25Z,"masih pake iphone 13 dan masih bisa ngikutin ios 26 dengan theme yg crystal clear itu, jadi berasa hp baru hahahaha",Umum,Netral
@jiminshii26,2025-10-05T09:35:07Z,"Nabung 6 bulan buat beli iphone, tp masih bingung mau beli ip yg mana",Umum,Netral
@Andhiniac,2025-10-05T06:31:52Z,review MI 17 pro max sekalian baanng,Umum,Netral
@wibi9424,2025-10-05T01:15:34Z,"gk ada review poco 17 kah? cuma pengen tau pendapat David, beserta perbandingan ke hp lain",Umum,Netral
@abi-z8t9e,2025-10-04T22:29:10Z,"bagusan warna light blue, green, apa lavender yaa?",Desain,Netral
@ardiannew1513,2025-10-04T16:09:49Z,Bangg bahas kamera iphone 14 pro bang,Kamera,Netral
@Virals2Virals,2025-10-04T15:23:13Z,Saya nonton vid ini masih pake IP 5,Umum,Netral
@syahrullah8668,2025-10-04T13:17:28Z,Tim nonton tak mampu beli ayo kumpul dimari😂,Umum,Netral
@daditrisianto9260,2025-10-04T10:42:55Z,Pajaknya ngeselin 😂😂,Umum,Netral
@rivansovian2227,2025-10-04T08:02:31Z,Salam semua sehat selamat sukses sejahtera selalu.❤🙏🇲🇨,Umum,Netral
@ryaniseverywhere,2025-10-04T05:03:36Z,"ini ga ada upgrade lain selain desain, kamera sama processor??",Kamera,Netral
@van2050,2025-10-04T04:40:28Z,"5 atau 6 tahun lagi,  aku akan beli hp ini bang😂",Performa,Netral
@567AyAy,2025-10-04T02:18:20Z,Yang kamera ada 2 orang otomatis jauh di Redmi Note 14 juga bisa 😁,Kamera,Netral
@RonaldSugianto1996,2025-10-04T01:23:15Z,Xiaomi 17 pro max dong,Umum,Netral
@hotthread4403,2025-10-03T17:46:27Z,"Teknologi hp udah mentok, yg di upgrade sekarang ya itu2 aja,.jadi beli iPhone sekarang emang udah cuma  beli BUAH di hp",Umum,Netral
@Berasmerah555,2025-10-03T15:56:51Z,Positive thinking mungkin beliau beli lewat seller jastip yang harga retailnya lebih mahal +  biaya bea cukainya yang ditotal hampir 30 juta.,Baterai,Negatif
@mreshadiptahalim315,2025-10-03T15:29:38Z,"Menurut saya kamera lebih natural yg 16pro denk,..
Selera sih jatohnya...",Kamera,Netral
@rungkad-e1b,2025-10-03T12:45:26Z,iPhone Sage jadi sage aku liatnya,Umum,Netral
@oktavianusrooselvelt5366,2025-10-03T08:09:22Z,17 pro mirip2 designnya google pixel yg dl design belakangnya dual tone gt bng,Umum,Netral
@BraveKnight999,2025-10-03T07:54:31Z,Alhamdulillah HP mid range sudah bisa 120hz,Umum,Netral
@___ubaidd,2025-10-03T07:36:51Z,"Gatau knp, review yg ini Aku ngakak 😅🤭",Umum,Netral
@CookiesGaming1,2025-10-03T07:06:18Z,"Sejelek Apapun IP dimata fanboy tetap aja dibela, padahal klo dikritik terus pada ga beli bisa aja membuat apple memberikan yg jauh lebih baik😂",Umum,Negatif
@enakseger9272,2025-10-03T06:56:36Z,Tim beli doank kaga nonton ☝️😅,Umum,Netral
@iamyours9,2025-10-03T06:55:18Z,"19:43 Dari ketiga warna Ip 17 Pro, aku malah lebih suka sama warna Orange ini. Kayak jarang banget Hp punya warna seberani ini. 😂  langsung WOW pas ngeliat kali pertama di iklan.",Desain,Positif
@andraardy4104,2025-10-03T06:46:07Z,Bang adu camera sama Huawei kek nya seru banget tuh,Umum,Netral
@Aicontents-k7n,2025-10-03T05:08:34Z,Grafiknya di 👑 𝐁𝐄𝐌𝟒𝐃 👑 keren abis! Gameplaynya juga seru!,Umum,Positif
@ahmmedsiyam956,2025-10-03T05:05:48Z,"Konten berkualitas tinggi, standar 💎 𝐁𝐄𝐌𝟒𝐃 💎emang top!",Umum,Positif
@ColaxGamer-x6m,2025-10-03T05:00:28Z,keren dan suka gimana ️👑 𝐁𝐄𝐌𝟒𝐃 👑selalu update,Umum,Netral
@GAUTAM_JII495,2025-10-03T04:55:09Z,mantap bener 👑 𝐁𝐄𝐌𝟒𝐃 👑 tempat buat seru-seruan,Umum,Positif
@vaibahv_25,2025-10-03T04:51:20Z,"Berkat👑 𝐁𝐄𝐌𝟒𝐃 👑 saya melesat, dari penjual kaki lima ke pengusaha restoran.",Umum,Netral
@MKTChannel-ed5vd,2025-10-03T04:44:24Z,Kerennya gak ada tandingan! 💎 𝐁𝐄𝐌𝟒𝐃 💎juga unik!,Umum,Positif
@crazybogurateam,2025-10-03T04:37:21Z,sukses selalu 👑 𝐁𝐄𝐌𝟒𝐃 👑selalu bikin penasaran.,Umum,Netral
@Animetoonworld2616,2025-10-03T04:21:18Z,Klo menang di 🥇 𝐁𝐄𝐌𝟒𝐃 🏆 jgn lupa bagi2 temen2 nya !,Umum,Netral
@NoahRadja4,2025-10-03T01:56:14Z,"Bang, bahas Xiaomi 17 Pro Max",Umum,Netral
@anggurketan.00,2025-10-02T23:06:54Z,miris liat harga pajaknya,Harga,Netral
@keturunanal-idrus318,2025-10-02T22:38:54Z,Yes say no to iphone 17 pro,Umum,Netral
@DikiHeryanto-l2p,2025-10-02T16:27:55Z,Beli hp kya beli kurupuk 😭😭,Umum,Netral
@buchehandred5868,2025-10-02T15:46:56Z,Punya budget 11 juta mending ambil iphone 15 128gb atau xiaomi 15T PRO 1TB??,Umum,Netral
@NiaPutri-b6z,2025-10-02T15:31:11Z,"Yang nonton tapi gx mampu beli 
Mana suaranya???",Umum,Netral
@dwizulpadhli4726,2025-10-02T15:04:26Z,"Bang david, kalau saya beli di store china aman gak?",Umum,Netral
@HENDRILUKMANULHAKIM,2025-10-02T14:30:08Z,Gk nyoba videonya,Kamera,Netral
@FajarShodiq-k2t,2025-10-02T10:50:32Z,Baru kesampai an ip 8 aja,Umum,Netral
